id_annonce,site,prix,surface,prix_m2,type,description,description_detail,code_postal,ville,latitude,longitude,url,image,date_dernier_scan,statut,derniere_verification_http,sur_carte,source_localisation,precision_localisation,position_fiable,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
21,Vizzit,1013.0,56.0,18.09,Appartement,4 pièce - 3 chambre - 56 m² - s - s,"295 Route de Vienne - 69200 VENISSIEUX (limite 8ème arr.)  Proche Tramway T6 et toutes commodités  Nous vous proposons à la location cet appartement T4 entièrement meublé à Vénissieux (limite 8ème arr.)  L'appartement se compose d'une pièce de vie avec cuisine aménagée et équipée (plaques, hotte, four, réfrigérateur, micro-ondes), de trois chambres avec rangements, d’une salle de bains (équipée d'un lave-linge) et d'un WC séparé.  Les charges mensuelles comprennent l'entretien des parties communes, le chauffage, l'eau froide & l’eau chaude.  Une cave complète ce bien.  Place de parking (non privative) dans la résidence sécurisée.  Loyer hors charges : 1080,00€ Charges locatives : 150.00€  TOTAL MENSUEL : 1230.00€  Dépôt de garantie : 2160.00€  Frais de mise en location et d'état des lieux :  Frais d'agence : 572.00€ Frais d'état des lieux : 171.77€  Pour déposer votre candidature :  DOSSIER FACILE",69008,Lyon,45.72874051105038,4.84910814891125,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/A41cu7mmcy51qw32,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Grand (T4+),3485.0,0,309.0,1,360.0,1,2807.0,0,1518.0,0,822.0,0,123.0,3,807.0,0,1421.0,0,1045.0,0,870.0,0,1545.0,0,233.0,2,482.0,1,798.0,0,6235.0,0,1840.0,0,2262.0,0,4841.0,0,1160.0,0
22,Vizzit,849.0,72.0,11.79,Appartement,3 pièce - 2 chambre - 72 m² - s - s,"Référence de l'annonce : UG006241 Aucun frais d'agence ni honoraires de commercialisation. Loyer HC: 729.45 euros Charges: 175.49 euros ( Chauffage collectif au gaz ) Dans une résidence situé au 158 Rue Challemel Lacour, Lyon 8ième. Nous vous proposons un appartement de Type 3 de 72 m² situé au 17ième étage avec ascenseur. Vous y retrouverez: • Un séjour lumineux . • Cuisine séparée • Deux chambres • Salle de bains et WC indépendant. M.Obern avec la référence du bien et vous serez recontacté dans les 48h. Pour info zone soumise à encadrement des loyers - Le loyer HC ne peut dépasser 900.00 euros, soit le loyer de référence MAJORE de la Métropole.",69008,Lyon,45.72887,4.85145,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Artwg23fzhflha40,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T3,3450.0,0,130.0,1,190.0,1,2811.0,0,1698.0,0,752.0,0,60.0,3,633.0,0,1352.0,0,1143.0,0,703.0,0,1502.0,0,138.0,2,368.0,1,975.0,0,6215.0,0,1860.0,0,2150.0,0,4870.0,0,1078.0,0
23,Vizzit,1267.0,64.0,19.8,Appartement,2 pièce - 1 chambre - 64 m² - s,"Situé au 193 rue de Gerland dans un immeuble neuf de 2022, grand T2 de 64m2 entièrement meublé et équipé avec terrasse sans vis à vis et garage en sous-sol, 1350 euros CC chauffage inclus. Au 4ème étage avec ascenseur il comprend : Une entrée avec placard, un séjour, une salle à manger et une cuisine ouverte, un dégagement avec placards, une chambre, une salle de bain et un wc séparé. Chauffage collectif au gaz inclus dans les charges. Loyer encadré : 1250 euros + 100 euros charges de copropriété (incluant le chauffage) soit 1 350 euros CC. Honoraires agence : 832 euros Dépôt de garantie : 2 000 euros",69007,Lyon,45.72889,4.83803,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Ape9mk7rv1l280hc,,2026-09-24,active,,True,gps,,True,Gerland,T2,3688.0,0,405.0,1,33.0,1,2729.0,0,665.0,0,717.0,0,323.0,3,1197.0,0,1817.0,0,504.0,0,440.0,1,698.0,0,196.0,4,406.0,1,300.0,2,6316.0,0,1802.0,0,2724.0,0,4683.0,0,1331.0,0
24,Vizzit,975.0,59.0,16.53,Appartement,3 pièce - 2 chambre - 59 m² - s - s,"LYON 8, 216 Av Paul Santy, dans un immeuble sans ascenseur, au 2éme étage, T3 meublé de 59 m2 offrant une cuisine aménagée et équipée (Meubles haut et bhotte, four, plaque de cuisson, lave vaisselle, lave linge..) un salon/séjour avec canapé d'angle + TV ouvert sur un balcon 2 chambres avec grand lit tiroir 1 salle de bains avec grande douche à l'italienne toilettes séparées. Une cave compléte ce bien.Bien soumis à l'encadrement des loyers",69008,Lyon,45.72941,4.86529,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Ak2kzxtqwie2q32b,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T3,3463.0,0,506.0,0,282.0,1,3088.0,0,1746.0,0,901.0,0,55.0,5,539.0,0,1002.0,0,655.0,0,556.0,0,865.0,0,258.0,3,108.0,1,1021.0,0,6230.0,0,2314.0,0,1696.0,0,5188.0,0,1217.0,0
25,Vizzit,902.0,62.0,14.55,Appartement,3 pièce - 2 chambre - 62 m² - s - s,"Alliade Habitat, groupe Action Logement, vous propose à la location : -- - Lyon – Grand Trou - Rue Challemel Lacour Appartement - Type 3 - Situé au RDC. - Secteur calme. - Résidence sécurisée par interphone. -- - COMPOSITION : Cuisine ouverte sur séjour, 2 chambres fermée, salle de bain et 1 WC, grande terrasse. Type de chauffage : chauffage collectif. Double vitrage Stationnement : Box de stationnement possible en sous-sol de la résidence -- Caractéristiques : Lumineux – Espaces verts dans la résidence - Quartier familial – Commerces et écoles à proximité -- - LOYER : 833.64 € /mois payable à terme échoir – CAUTION : 706 euros à verser à l'entrée dans les lieux (soit un mois de loyer hors charges) -- - Pas de frais d'agence - Pas de frais de dossier - Pas de frais d'état des lieux - Pas de garant exigé -- - Logement soumis à la réglementation du logement intermédiaire - Dossier de candidature à constituer pour validation par l'agence -- - Vous êtes intéressés ? Pour visiter le logement, et pour toute information complémentaire, merci de l'agence. -- A bientôt chez Alliade Habitat !",69008,Lyon,45.72941,4.86529,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Alzxzgypuenscjlz,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T3,3463.0,0,506.0,0,282.0,1,3088.0,0,1746.0,0,901.0,0,55.0,5,539.0,0,1002.0,0,655.0,0,556.0,0,865.0,0,258.0,3,108.0,1,1021.0,0,6230.0,0,2314.0,0,1696.0,0,5188.0,0,1217.0,0
26,Vizzit,910.0,43.0,21.16,Appartement,2 pièce - 1 chambre - 43 m² - s,"METROPOLE Immobilier vous propose au 30 Avenue Géneral frère à Lyon 8 ème ce T2 meublé, au 4 ème étage d'une belle copropriété avec ascenseur. Il se compose d'un séjour avec balcon, d'une cuisine neuve et équipée, d'une chambre avec rangement ainsi qu'une salle de bain, une entrée avec placard ainsi qu'un WC séparé. Un garage en sous sol vient compléter les prestations de ce bien. Loyer 930 euros + 40 euros de charges= 970 euros Pour plus d'informations n'hésitez pas à votre agence METROPOLE Immobilier",69008,Lyon,45.72941,4.86529,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Abak3cr0wosrra3n,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T2,3463.0,0,506.0,0,282.0,1,3088.0,0,1746.0,0,901.0,0,55.0,5,539.0,0,1002.0,0,655.0,0,556.0,0,865.0,0,258.0,3,108.0,1,1021.0,0,6230.0,0,2314.0,0,1696.0,0,5188.0,0,1217.0,0
27,Vizzit,698.0,37.0,18.86,Studio,37 m² - Studio,"69008 LYON Rue Florent Grand studio avec garage en supplément LOCATION VIDE DISPONIBLE FIN SEPTEMBRE Pas de visite sans dossier de candidature complet, à transmettre via le site Century 21 ou par e-mail à : Venez découvrir, au sein d'une résidence fermée et sécurisée avec ascenseur, ce bel appartement de type 1 situé au 3 étage avec ascenseur, bénéficiant également d'un garage fermé en sous-sol pour 55€ de plus / mois soit un loyer total de 799€ charges comprises Vous profiterez d'une proximité immédiate avec les commodités, les transports en commun et les commerces du quartier. D'une superficie de 38 m², ce grand studio lumineux se compose de : une belle pièce de vie lumineuse un coin cuisine équipé d'une plaque de cuisson, d'un évier, d'un réfrigérateur et de meubles de rangement une grande salle d'eau avec WC. A visiter sans plus attendre !",69008,Lyon,45.72941,4.86529,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Atfpab5v5rnp4bqy,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Studio/T1,3463.0,0,506.0,0,282.0,1,3088.0,0,1746.0,0,901.0,0,55.0,5,539.0,0,1002.0,0,655.0,0,556.0,0,865.0,0,258.0,3,108.0,1,1021.0,0,6230.0,0,2314.0,0,1696.0,0,5188.0,0,1217.0,0
28,Vizzit,1513.0,94.0,16.1,Appartement,4 pièce - 3 chambre - 94 m² - s - s,"52 rue Longefer, LYON 8 Nous vous proposons cette superbe maison meublée idéalement située Le logement se compose, au rez-de-chaussée, d'une entrée desservant une cuisine équipée ainsi qu'un séjour lumineux donnant accès à une terrasse sans vis-à-vis. À l'étage, vous trouverez trois chambres ainsi qu'une salle de bains. Le chauffage et la production d'eau chaude sont individuels au gaz. L'eau froide est individuelle. Disponible à partir de mi-septembre 2026. Zone soumise à l'encadrement des loyers. Loyer de référence : 1 217,89 € Loyer de référence majoré (loyer de base à ne pas dépasser) : 1 463,35 € Complément de loyer : 148,65 € Dossier de candidature à déposer en ligne. Loyer : 1 612 € par mois charges comprises Charges locatives : 0 € Classe Energétique : E Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 170 € et 3 000 € TTC/an. Date de référence des prix de l'énergie pour établir cette estimation : à préciser.",69008,Lyon,45.72941,4.86529,https://www.vizzit.fr/fr/property/immobilier/lyon-8eme/Axcf6imy2jzl8scd,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Grand (T4+),3463.0,0,506.0,0,282.0,1,3088.0,0,1746.0,0,901.0,0,55.0,5,539.0,0,1002.0,0,655.0,0,556.0,0,865.0,0,258.0,3,108.0,1,1021.0,0,6230.0,0,2314.0,0,1696.0,0,5188.0,0,1217.0,0
29,Vizzit,840.0,44.0,19.09,Appartement,2 pièce - 1 chambre - 44 m² - s,"Nous vous précisons qu'une pré-étude de votre dossier sera effectuée avant l'organisation d'une visite sur place. Pour déposer votre dossier, rendez-vous directement sur notre site internet, sur la page de l'annonce via le bouton 'Déposer ma candidature sur Seventee'. 3 rue des roses 69008 LYON - A quelques minutes à pied de l'avenue Jean Mermoz, desservie par le tramway T6 ainsi que par la ligne de métro D station Mermoz-Pinel, à proximité de nombreuses commodités. En retrait de la rue, au sein d'une résidence sécurisée, venez découvrir ce charmant T2 non meublé de 44,68 m2, situé au 2e et dernier étage avec ascenseur. Le logement se compose d'une entrée, d'une cuisine équipée et aménagée (placards hauts et bas, four, plaques de cuisson, lave-vaisselle, hotte) ouverte sur un séjour lumineux et, donnant accès à un balcon au calme. Il comprend également une chambre avec espace dressing ainsi qu'une salle d'eau avec WC. Réel atout dans ce quartier: une place de parking privative en sous-sol sécurisé. Chauffage et eau chaude individuels au gaz. Disponible immédiatement. Loyer: 895EUR dont 55EUR de charges (provisions mensuelles avec régularisation annuelle). Logement situé dans une zone soumise à l'encadrement des loyers. Loyer de référence: 647.43 EUR. Loyer de référence majoré: 777.43EUR. Complément de loyer: 62.57EUR (Cuisine entièrement équipée, balcon, dernier étage, place de parking) Dépôt de garantie: 840 euros. Honoraires à charge locataire: 586.2 TTC (13.12EUR/m2) - dont état des lieux: 135.38 euros TTC (3,03EUR/m2).",69008,Lyon,45.7295,4.88047,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Agu1zxg4a3ishoop,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T2,3890.0,0,334.0,2,382.0,1,3781.0,0,2009.0,0,675.0,0,77.0,19,1688.0,0,580.0,0,604.0,0,345.0,3,1360.0,0,298.0,7,389.0,1,1416.0,0,6509.0,0,3207.0,0,1845.0,0,5798.0,0,2144.0,0
30,Vizzit,878.0,68.0,12.91,Appartement,3 pièce - 2 chambre - 68 m² - s - s,"Appartement de Type T3 - avenue Général Frère pour une superficie de 68.30 m². Au pied du Métro ligne D - Station Mermoz-Pinel Proche des Universités et de toutes les commodités.. Situé au 3ème étage avec ascenseur. Se composant d'une entrée, un beau et vaste séjour carrelé ouvert sur un balcon, une cuisine (meubles bas..), 2 chambres, une salle de bains (baignoire, miroir..) et un WC. Le chauffage est collectif. Pour faciliter votre quotidien se trouve un place de parking numéro 11 en surface. ZONE SOUMISE A ENCADREMENT DES LOYERS : Prix réf : 10.09 €/m². Prix majoré : 13.",69008,Lyon,45.72988,4.87898,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Ag42mx2syog0wj7s,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T3,3796.0,0,436.0,2,491.0,1,3671.0,0,1938.0,0,676.0,0,196.0,14,1569.0,0,489.0,1,481.0,1,339.0,3,1244.0,0,336.0,9,378.0,1,1305.0,0,6432.0,0,3087.0,0,1757.0,0,5695.0,0,2022.0,0
31,Vizzit,466.0,21.0,22.19,Studio,21 m² - Studio,"LYON 7ème entre GERLAND et DEBOURG, Place de l'Ecole, studio de 21m² idéal étudiant,, proximité tous commerces et transports, à 10 minutes de l'ENS et de l'EM, dans résidence avec ascenseur, raccordée fibre optique, composé d'une pièce à vivre ,avec kitchenette équipée avec 2 plaques et petit frigo, une salle d'eau avec WC. Eaux chaude et froide, et chauffage collectifs inclus dans les charges. Location soumise à plafonds de ressources, bien vous munir de votre avant dernier avis d'imposition.",69007,Lyon,45.72996,4.82796,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/A38xm2w4nhh1hjpv,,2026-09-24,active,,True,gps,,True,Gerland,Studio/T1,3696.0,0,222.0,4,757.0,0,2559.0,0,132.0,1,333.0,1,146.0,5,412.0,1,2214.0,0,185.0,2,146.0,3,118.0,2,271.0,4,62.0,2,418.0,1,6390.0,0,1642.0,0,2548.0,0,4565.0,0,1667.0,0
32,Vizzit,918.0,64.0,14.34,Appartement,3 pièce - 2 chambre - 64 m² - s - s,"Secteur Bachut, avenue Paul Santy, résidence récente, T3 de 64.01m² au 5ème étage, cuisine indépendante, séjour avec balcon de 5.69m², 2 chambres, salle de bains, WC séparés, chauffage individuel au gaz, garage, disponible le 2 octobre. Assurance habitation (facultative) à partir de 23.66€ par mois. Zone soumise à encadrement des loyers : Loyer de base : 894€. Loyer de référence majoré (loyer de base à ne pas dépasser) : 953.75€.",69008,Lyon,45.72996,4.869753,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Ajgg384dxtwmme98,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T3,3498.0,0,373.0,1,361.0,1,3215.0,0,1697.0,0,861.0,0,294.0,6,857.0,0,682.0,0,315.0,1,702.0,0,829.0,0,107.0,5,365.0,1,961.0,0,6234.0,0,2513.0,0,1598.0,0,5297.0,0,1415.0,0
33,Vizzit,1361.0,68.0,20.01,Appartement,3 pièce - 2 chambre - 68 m² - s - s,"Lyon 8, Avenue Paul Santy, Secteur Mermoz, dans bel immeuble récent de 2002, au quatrième étage avec ascenseur, agréable et lumineux F3 de 68.90m² entièrement meublé, se composant d'une entrée avec placards, une grande pièce de vie avec cuisine meublée et équipée, donnant sur un grand balcon à vivre, deux chambres avec placards, salle de bains, et WC séparé. Vous aurez à disposition avec l'appartement un jardin arboré, et un local vélo. Appartement entièrement climatisé. DISPONIBLE DE SUITE Loyer: 1410€ + 40€ = 1450€ Honoraires d'Agence: 689€ (visites, constitution du dossier et rédaction du bail) + 206.7€ (frais d'état des lieux) = 895.7€ Dépôt de Garantie: 2820€ Zone soumise à l'encadrement des loyers: Loyer de référence majoré: 16.80€/m² Loyer de référence: 14€/m² DPE noté: C94 Gaz Effet de Serre noté: C-17 Estimation des dépenses annuelles d'énergie: entre 600€ et 900€ La taxe d'ordures ménagère n'est pas comprises dans les provisions pour charges. CETRIM 51 Cours Emile Zola – 69100 Villeurbanne Tél. : 694 - SAS au capital de 46 000 € représenté par Madame Aurélie BONJOUR – Siège Social: 51 Cours Emile Zola – 69100 – Villeurbanne – Tél. 694 APE 6831Z – RCS Lyon– Carte transaction CPI– Carte gestion CPIdélivrées par la CCI de Lyon Garantie Transaction 150 000 € - Gestion 900 000 € - Garantie financière SOCAF – 26, avenue de Suffren – 75015 Paris Chaque agence est juridiquement et financièrement indépendante.",69008,Lyon,45.73086,4.87495,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Apld4lv6sm12jvzk,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T3,3557.0,0,299.0,1,454.0,1,3380.0,0,1704.0,0,778.0,0,122.0,7,1250.0,0,359.0,1,150.0,1,410.0,2,942.0,0,373.0,11,523.0,0,1023.0,0,6235.0,0,2767.0,0,1550.0,0,5426.0,0,1694.0,0
34,Vizzit,798.0,52.0,15.35,Appartement,2 pièce - 1 chambre - 52 m² - s,,69007,Lyon,45.73111,4.82796,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/A1ka3t5z9zqbf9s7,,2026-09-24,active,,True,gps,,True,Gerland,T2,3569.0,0,136.0,4,787.0,0,2431.0,0,172.0,1,229.0,1,93.0,4,385.0,1,2090.0,0,118.0,2,175.0,3,106.0,2,144.0,5,151.0,2,544.0,0,6268.0,0,1517.0,0,2421.0,0,4438.0,0,1582.0,0
35,Vizzit,1107.0,94.0,11.78,Appartement,5 pièce - 3 chambre - 94 m² - s - s,"Très bel appartement T5 avec deux grands balcons , cuisine équipée neuve , chambre avec parquet en bois , qui jouxte la maison de la danse .",69008,Lyon,45.731278,4.878568,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/A6q14rys1wx9f9wx,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Grand (T4+),3645.0,0,405.0,1,513.0,0,3536.0,0,1787.0,0,822.0,0,177.0,15,1530.0,0,335.0,1,416.0,1,200.0,2,1123.0,0,325.0,4,265.0,1,1172.0,0,6274.0,0,2977.0,0,1603.0,0,5551.0,0,1927.0,0
36,Vizzit,1032.0,59.0,17.49,Appartement,3 pièce - 2 chambre - 59 m² - s - s,"SANS HONORAIRES. Lyon 7. 62 avenue Debourg. Devenez locataire de ce beau T3 de 59 m2 avec terrasse au sein d'une résidence idéalement située. Ce logement se compose d'une entrée avec placard, d'un séjour/cuisine (non équipée, non aménagée) de 22,8 m2, de 2 chambres de 12 m2 et 9 m2 avec placard, d'une salle de bain et d'un WC séparé. Une terrasse de 5 m2 et un garage en sous sol complète ce bien. Eau froide individuelle. Eau chaude, chauffage et taxe d'enlèvement des ordures ménagères provisionnés dans les charges. Proche toutes commodités, écoles, commerces, au pied du métro Debourg. Zone soumise à encadrement des loyers loyer de référence majoré : 890,90 euros loyer de base : 843,03 euros complément de loyer : 0,00 euros Référence à rappeler lors de nos échanges : Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Logement Locatif Interm.",69007,Lyon,45.731291,4.830414,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Aks7w41ntw6xb09x,,2026-09-24,active,,True,gps,,True,Gerland,T3,3530.0,0,21.0,4,617.0,0,2402.0,0,144.0,1,148.0,1,104.0,6,575.0,0,2028.0,0,308.0,3,176.0,3,109.0,2,253.0,6,204.0,2,567.0,0,6193.0,0,1472.0,0,2393.0,0,4405.0,0,1427.0,0
37,Vizzit,544.0,32.0,17.0,Appartement,1 pièce - 32 m²,"Votre Régie Galyo a le plaisir de vous proposer à la location, proche des transports en commun, des commerces et de toutes commodités, cet appartement studio de 32.50m².  Au 4ème étage d'une résidence sécurisé située avenue DEBOURG il se compose d'une pièce de vie avec coin cuisine équipée (plaques de cuisson électrique et frigo) et petit BALCON ainsi que d'une salle de bain avec WC.  L'eau chaude, l'eau froide et le chauffage sont collectifs et compris dans les charges  Loyer de référence : 458.25€ Loyer de référence majoré : 549.25€  Conseillère : Eva",69007,Lyon,45.731387,4.828024,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Apz2wcfetl9nceg0,,2026-09-24,active,,True,gps,,True,Gerland,Studio/T1,3538.0,0,121.0,4,783.0,0,2400.0,0,190.0,1,204.0,1,98.0,4,390.0,1,2059.0,0,123.0,2,166.0,3,121.0,2,116.0,5,178.0,2,574.0,0,6237.0,0,1486.0,0,2390.0,0,4407.0,0,1559.0,0
38,Vizzit,779.0,54.0,14.43,Appartement,3 pièce - 2 chambre - 54 m² - s - s,,69007,Lyon,45.73148,4.83058,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Ayzpbckqsxqc3aa4,,2026-09-24,active,,True,gps,,True,Gerland,T3,3508.0,0,42.0,4,615.0,0,2381.0,0,169.0,1,131.0,1,125.0,6,589.0,0,2005.0,0,322.0,3,200.0,3,133.0,2,256.0,8,228.0,2,590.0,0,6169.0,0,1450.0,0,2372.0,0,4383.0,0,1403.0,0
