Description_A_Propos,Lien
"Grand 2 pièces traversant 55m2, 1er étage. 3 mn à pied du Parc Tête d'Or 7 mn à pied du Metro Massena Libre à partir du 13 février dans petite copropriété de caractère avec digicode proche Boulevard des Belges 55 m2 (loi Carrez) : - 1 Grand Séjour avec Alcôve - Salle d'eau avec douche et évacuation lave linge - Cuisine spacieuse avec bloc lavabo meuble sous évier + cuisine équipée meublée avec rangements / 4 feux / four / hotte - Grande Chambre donnant sur cour tranquille - Pièce aménagée en Dressing / débarras - Wc séparé - Entrée avec placard grand dégagement distribution en étoile - Divers Placards. - Cave - Nouvelles Fenêtres double vitrage. - Diagnostic Dpe : D Loyer de 880 € + 105 € de charges (chauffage collectif inclus) Direct Propriétaire - Pas de frais de bail / pas de frais d'agence. Dossier locataire renseigné sur leboncoin ou lien Dossier Facile fortement apprécié.",https://www.vizzit.fr/fr/property/appartement/lyon-6/A3mlowzalmnwvv1h
"Visite Virtuelle UNIQUEMENTDans le 8ᵉ arrondissement de Lyon, à côté du tram T6 arrêt Petite Guille, proche des commerces, dans une résidence récente, nous vous proposons un appartement 2 pièces (loué vide) situé au 6 ème étage avec ascenseur. Ce logement comprend une entrée avec un placard aménagé, une pièce de vie lumineuse avec le coin cuisine (non meublée et non équipée), une chambre, avec un placard mural non équipé, une salle d'eau avec wc. Ce bien bénéficie d'un garage en sous-sol au niveau -1.Le chauffage et l'eau (froide et chaude) sont inclus dans les charges. Les candidats sont soumis à des conditions de revenus dans le cadre de la loi Scellier Intermediaire",https://www.vizzit.fr/fr/property/appartement/lyon-8/Ahovck29kyezfi4m
"Studio meublé lumineux, idéalement situé : très proche des commerces, transports en commun (métro, tramway et bus) et à 15' à pied de la Part-Dieu. Dans une toute petite copropriété calme. Eligible aux Apl. Idéal pour un(e) étudiant(e).",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aq0pikv10tg2ik8v
"A louer Lyon 8ème studio 35m2, proximité Hôpitaux Edouard Herriot Léon Bérard et Université Lyon 3, 1er étage immeuble sécurisé avec ascenseur, balcon, cave, métro à 2 mn Libre 1er Mars 2026.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Ak250klt0flh0535
"T3 en Duplex au dernier étage de 70m² à louer. Deux terrasses, une à chaque étage pour un total de 77 m². Résidence de standing et sécurisée. 1 Box fermé est également disponible Loyer mensuel 1590€ charges comprises Les charges incluent l’eau froide, le chauffage, l’entretien de l’ascenseur et parties communes. Électricité à la charge du locataire. Disponibilité immédiate Garage fermé disponible en sus Dépôt de garantie : 2860€ Descriptif détaillé : A 2 minutes à pied du métro A – République, à 5 minutes à pied. Secteur des Brotteaux à proximité. La partie jour comprend une entrée, un grand séjour lumineux, une cuisine entièrement équipée avec accès à une première terrasse de 39m². 2 Chambres 2 Wc 1 Salle d’eau et 1 Salle de Bain. Accès à la seconde terrasse de 38m² depuis le 1er étage du Duplex. Les meubles présents sont : Lit double 160 cm avec couette Table avec Chaises (Intérieur et extérieur) Réfrigérateur, four, four micro-onde et table de cuisson induction, lave-vaisselle Ustensiles de cuisine et vaisselle (assiettes, verres, etc..) Canapé Machine à laver séchante. Diagnostic de Performance Energétique : B et C Modalités de récupération des charges locatives : provision avec régularisation annuelle. Pièces demandées pour le dossier de location : -Photocopie de la carte d’identité ou passeport -3 derniers bulletins de salaire si salarié ou 2 derniers bilans pour les indépendants. -1 justificatif de domicile -Dernier avis d’imposition Idem pour les garants. Zone soumise à encadrement des loyers. Loyer de base : 993.15€ hors charges. Loyer de référence majoré (loyer de base à ne pas dépasser) : 1188.98 € hors charges. Complément de loyer de 241.02€ (Prestations uniques Duplex Dernier étage avec deux terrasses de 77m² au total)",https://www.vizzit.fr/fr/property/appartement/lyon-6/A7tdsquinywt2j37
"Studio meublé (18m2) , proche toutes commodités, premier étage, calme et ensoleillé (1er étage, coté cour), équipement : Lit 1 personne, bureau, table, chaises, nombreux rangements, kitchenette équipée, ustensiles de cuisine, four à micro-ondes, machine à laver, douche, Wc. Loyer : 530 € + 30 € de charge. Contrat d’1 an renouvelable. Caution parentale exigée pour les étudiants.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Alz7syh30t9sljya
"Type loft meublé Lyon 6 Brotteaux, secteur résidentiel tout commerce calme et sécurisé,3 minutes métro Massena. Entièrement équipé 30 m2, lave linge lave vaisselle, micro onde, linge... Location toutes charges comprises avec Eau Electricité ,chauffage, Wifi Fibre. +180 Euro forfait charges en supplément. Merci de résumer votre situation, et donner votre numéro de téléphone si vous souhaitez être contacté.",https://www.vizzit.fr/fr/property/appartement/lyon-6/Aee3q8j057flly0k
"Loue chambre,calme,ensoleillé aec balcon,proche des transports en communs",https://www.vizzit.fr/fr/property/appartement/lyon-9/Akogi1i6zxpl4t0y
"Appartement entièrement rénové et meublé neuf Particulier loue un magnifique T2 quartier prisé, entièrement rénové avec une finition haut de gamme, bien desservi à 7 m à pied du tram train pour Lyon plus des bus à proximité. Composé d’une cuisine séparée, d’une pièce de vie il est très lumineux et, entièrement meublé avec une cuisine équipé Neuve (cafetière Nespresso, lave-linge, frigidaire/ congélateur, micro onde…), idem pour la salle de bain avec des options comme un miroir anti bué…la pièce de vie est tout équipé, 1 lit coffre, un canapé 2 places, dressing, rideaux, panneaux japonais en bois…Il possède la fibre optique. Pas de coût supplémentaire pour l’état des lieux, pas de frais d’agence ni de rédaction d’un bail. Dépôt de garantie : 2 mois. Bail meublé d'un an renouvelable. Agences s'abstenir",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ac8oq843pdo6xixi
"Loyer de 850€ + Charges comprenant le chauffage collectif, l’eau froide, l’eau chaude et les charges de copropriété de 140€. Bel appartement très calme et lumineux de 38,5m2 dans résidence sécurisée. Orienté plein sud avec balcon donnant sur le jardin de la résidence. Dans quartier calme avec commerces, tram et bus à proximité. Proche gare de la Part Dieu. Le logement comprend: - 1 Chambre avec grand lit et placard - 1 Salle de Bain avec douche à l’italienne et machine à laver - Wc dans la salle de bain - 1 Grand séjour avec cuisine équipée (four, plaque de cuisson, frigo, micro onde, petit électroménager et vaisselle), table, canapé lit, buffet et dressing - 1 Cave Local à vélo sécurisé dans la résidence. Disponible à la location. Visite possible après transmission de votre dossier devant comprendre : Pour le/les locataires - votre situation (Étudiant, Cdi, Cdd…) - 3 derniers bulletins de salaires si salarié ou justificatif de scolarité si étudiant - 3 dernières quittances de loyer - copie carte d’identité, passport et titre de séjour pour les étrangers Pour le/les garants: - situation (Retraité, Cdi, Cdd…) - 3 derniers bulletins de salaires ou pension, - fiche d’imposition 2025 - copie carte d’identité, passport Garanties Visale, Garantme possibles. Selon Dpe (2023) - Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 640€ et 910€ par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris). Dpe : D Ges : C Zone soumise à l’encadrement des loyers - Loyer de base : 714,40€ (Novembre 2025) - Loyer de référence majoré (loyer de base à ne pas dépasser) : 858,80€",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aitfb3jbdf33d52u
"Studio intégralement rénové en août 2024, et meublé, comprenant un coin cuisine, une salle d’eau avec Wc et machine à laver. Sa localité est idéale pour les transports en commun et axes autoroutiers, à quelques pas du centre de Point du jour. Disponible à partir du 18 février.",https://www.vizzit.fr/fr/property/appartement/lyon-5/Aqqrl8yzcsh6ldao
"? T2 meublé de 50 m² avec balcon – Métro Jean Jaurès À louer, bel appartement T2 meublé de 50 m², situé à seulement 200 mètres du métro Jean Jaurès, dans une résidence récente (2017), sécurisée et très bien entretenue. ? Description du logement • Séjour lumineux avec cuisine ouverte • Cuisine entièrement équipée (électroménager complet) • 1 chambre avec lit King Size • Balcon de 7 m², agréable et fonctionnel ? Mobilier inclus • Chambre : lit King size, commode • Salon : canapé, table basse, meuble Tv, table à manger avec 4 chaises ? Confort & équipements • Résidence récente (juin 2017) • Très bon état • Sécurisé : digicode + visiophone • Fibre optique installée ? Stationnement • Pas de garage ni de cave • Stationnement difficile dans le quartier ? Conditions financières • Loyer : 923 € / mois • Charges : 120 € / mois, comprenant : • Chauffage • Eau chaude • Charges locatives À prévoir en supplément : • Eau froide : ~ 15 € / mois • Électricité : ~ 50 € / mois (estimation pour un couple) ? Idéal pour un couple ou une personne seule, recherchant un logement confortable, moderne et proche des transports.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ap4qafrr9myg2tcz
"Visite Virtuelle UNIQUEMENTDans le 8ᵉ arrondissement de Lyon, secteur Maison De La Danse / Mairie Du 8ᵉ.Nous vous proposons un appartement 1 pièce (loué vide) situé au deuxième étage de la résidence Aire 8.2, livrée en 2018. Il comprend une entrée avec placard aménagé desservant une pièce de vie avec coin cuisine aménagée et équipée (hotte et plaques de cuisson), une salle d'eau avec douche et Wc et un balcon accessible depuis la pièce de vie.Cet appartement est proposé avec un garage fermé en sous sol.Le chauffage et l'eau chaude sont individuels électrique.Le logement est soumis à des conditions de ressources du locataire dans le cadre du dispositif Pinel.",https://www.vizzit.fr/fr/property/appartement/lyon-8/A7lgirtd6hi88aro
"A 200m du Parc de la tête d'or et proche de la sans ascenseur"" data-id=""126368"">gare de la Part Dieu au 3ème étage sans ascenseur: T2 58m2. Grande entrée, séjour double, une chambre, cuisine intégrée neuve: four pyrolyse, plaque induction, hotte. Salle d'eau et wc séparés. Chauffage gaz, dou... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-6/Amyefhcbhlov5w1d
L'accès au dépôt de dossier et à la mise en relation avec les propriétaires via la plateforme AlloAppart nécessite un abonnement mensuel de 19.90 € sans engagement. Les logements présentés sont proposés par des propriétaires particuliers. Alloappart est une plat... Voir plus sur seloger.com,https://www.vizzit.fr/fr/property/appartement/lyon-2/Ac170z74tp69zbg9
"A saisir ! Emmanuel vous présente à proximité immédiate du métro Grange Blanche, cet appartement de 110 m² meublé + terrasse plein ciel de 100 m², situé au 11ème et dernier étage d'une résidence avec ascenseur. Cet appartement au triple exposition bénéficie d'... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-8/Adz4jfseif6ngmeq
L'accès au dépôt de dossier et à la mise en relation avec les propriétaires via la plateforme AlloAppart nécessite un abonnement mensuel de 19.90 € sans engagement. Les logements présentés sont proposés par des propriétaires particuliers. Alloappart est une plat... Voir plus sur seloger.com,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aorc3rb8g0leetka
L'accès au dépôt de dossier et à la mise en relation avec les propriétaires via la plateforme AlloAppart nécessite un abonnement mensuel de 19.90 € sans engagement. Les logements présentés sont proposés par des propriétaires particuliers. Alloappart est une plat... Voir plus sur seloger.com,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aviah3yedmx52saf
"Dans le quartier de Vaise, à proximité immédiate des commerces et des transports en commun, venez découvrir cet appartement T3 sans ascenseur, meublé et entièrement équipé situé au 3ème étage d'un immeuble sur les quais de Saône. D'une surface de 52m², cet appartement traversant est/ouest bénéficie d'une belle luminosité grâce à sa vue dégagée sur la Saône. Il se compose de : - Une pièce de vie agréable - Un espace cuisine entièrement meublé et équipé (lave-vaisselle, lave-linge, Tv, électroménager complet) - 2 chambres - 1 salle d'eau - Toilettes séparées Appartement entièrement meublé Les + : - Appartement lumineux et traversant - Vue dégagée sur la Saône - Bus au pied de l'immeuble -Commerces, services et quartier vivant accessibles à pied. Un jardin collectif réservé exclusivement aux habitants de l'immeuble, véritable petit écrin idéal pour profiter de moments au calme en plein cœur de la ville ! Conditions : Loyer mensuel : 893.62€ Cc Loyer de référence : 716.65€ Loyer majoré : 857.88€ Charges mensuelles (provisions): 35.74€ Dépôt de garantie : 2 mois de loyer hors charges Frais de rédaction de bail et état des lieux : 680.03€ à verser à la signature du bail. Garants ou garantie Visale demandés A voir rapidement ! N'hésitez pas à nous : Hamac Investissements & Patrimoine :",https://www.vizzit.fr/fr/property/appartement/lyon-9/Axw6adfavxt78mad
"Situé dans le 6ème arrondissement de Lyon, à 7minutes du Métro A 'Foch', découvrez ce T2 au 5ème étage d'un immeuble avec ascenseur. L'appartement se compose d'un séjour avec un coin cuisine meublée et équipée (plaque de cuisson et hotte), d'une chambre et d'une salle d'eau avec Wc. Chauffage et Eau Chaude Individuel Electrique. Eau Froide Individuelle Provisions pour charges avec régularisation annuelle Zone soumise à l'encadrement des loyers. Loyer de référence majoré : 807.66 euros Loyer de base : 909.25 euros Complément de loyer : 101.59 euros Performance Energétique : D. Performance Climatique : A. Montant estimé des dépenses pour un usage standard : entre 700.00 euros et 1 000.00 euros Prix moyens des énergies indexés au 1er janvier 2021 (abonnements compris) Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques: » (C. Envir., art. R. 125-25, I) Honoraires de 570,70 euros Ttc à la charge du locataire comprenant 122 euros Ttc pour l'état des lieux. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 807.66 euros/mois. Loyer de base 807.66 euros/mois. Provision sur charges 30 euros/mois, régularisation annuelle. Complément de loyer 101,59 euros/mois. Dépôt de garantie 909,25 euros. Classe énergie D, Classe climat A Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 : entre 700.00 et 1000.00 euros. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : .",https://www.vizzit.fr/fr/property/appartement/lyon-6/A3hwn2mflnki8j79
"Lyon 4, proximité toutes commoditées, dans une résidence récent et de standing, T3 de 74.15 m² entièrement meublé et équipée au 4ème étage avec ascenseur, comprenant une cuisine équipée et aménagée, un séjour avec accès balcon, au calme, 2 chambres parquet a... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-4/Asasjntscou2xxt2
"Apparemment T3, comprenant : Hall séjour, cuisine Us entièrement équipée, 2 chbrs, 1 salles de bains avec baignoire, Wc, 1 balcon de 3 m2 sur chbre principale, 1 terrasse de 9 m2, orienté sud.rnÀ proximité de tout ( lycée, fac, école de condé).rnSupermarché, commerces, restaurants, parc Sergent Blandan.salle de fitness. Rntram, train, vélo, métro.rnLe quartier Jean Macé offre un vraie vie de village, à la fois très animé toute l'année mais complétement au calme dans la résidencernQuartier Jean macé avec esprit village très animé.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Av4uyd4vpqc1ivlz
"Appartement 1 pièce 14 m² Appartement meublé de type 1, dans une résidence sécurisée. Il se compose d'une pièce de vie avec coin cuisine, une salle d'eau avec Wc, une chambre avec mezzanine. Proche de toutes les commodités. À 5 minutes du métro saxe gambetta. Disponible Mi-Mars 2026 Surface : 14 m² Non soumis au Dpe Consommation énergie primaire : Non communiqué Consommation énergie finale : Non communiqué",https://www.vizzit.fr/fr/property/appartement/lyon-7/Aopwvmppcajwbl7d
"T2 1er étage avec balcon Particulier loue dans maison de ville privée de 6 appartements + un studio, un T 2 traversant (45,35 m² loi Carrez) + balcon de 8,81 m² donnant sur les espaces verts. Proximité arrêt de bus Jean Vallier. Pièce de vie (environ 20 m²) avec cuisine équipée : plaque vitro céramique 3 feux, évier inox, four, hotte, réfrigérateur avec compartiment freezer. Emplacements lave-linge, lave-vaisselle et micro-ondes prévus. Chauffe-Eau électrique, chauffage électrique, Vmc, fenêtre Pvc double vitrage, Wc indépendant. 1 chambre avec douche (jet hydro massant), sèche-serviette, lavabo avec miroir et dressing. 1 pièce avec douche (jet hydro massant), sèche-serviette, lavabo et miroir. Orientation, coin nuit côté rue, coin jour avec balcon, côté espace vert. Accès aux espaces vert et abris à vélos dans le respect des autres locataires. Diagnostics établis le Candidature sur dossier complet classique, avec garant solvable (propriétaire) pour la durée du bail revenu minimum 3 fois le loyer en Cdi. Loyer 850,00 €. Provision sur charges 50,00 € communs intérieurs et extérieurs (ménage des communs, entretien des espaces verts, éclairage, sortie des poubelles, …etc)",https://www.vizzit.fr/fr/property/appartement/lyon-7/Arkmqck8zghw1faj
"Villeurbanne – Charpennes – Meublé Appartement T3 Meuble - Villeurbanne - 65.80m² Villeurbanne - Charpennes - Au pied des transports en communs et commodités. Véritable coup de cœur ! Très beau T3 Meuble de 65.80m² situé au septième étage et dernier étage donnant sur cour. Il comprend une cuisine équipée et aménagée ouverte sur séjour, deux chambres, une salle de bains, des toilettes et un balcon. Il est équipé également d'un climatiseur réversible. Son plus : un climatiseur réversible, un garage fermé et une cave. Chauffage individuel électrique, eau froide collective comprise dans les provisions pour charges. Disponible Le 09/02/26 Loyer : 1290 + 51= 1341€ € Dépôt de garantie : 2580€ Honoraires agence Orpi : 658.00€ (visites, constitution de dossiers et rédaction de bail) + 197.40 € (frais état des lieux) = 855.40€ Zone soumise à encadrement des loyers Complément de loyer : 280.90€ (garage fermé + cave + balcon + climatisation) Loyer de référence majoré : 14.60€/m² Loyer de référence : 12.20€/m² Dpe noté : C-139 Gaz Effet de Serre noté : A-4 Estimation des dépenses annuelles d'énergie : entre 670€ et 960€ par an La taxe d'ordure ménagère n'est pas comprise dans les charges, celle-ci sera quittancée en sus. Référence annonce : D72d-686-Tx8 Date de réalisation du diagnostic : Plus de photos sur demande. 1Er contact messagerie LeBonCoin",https://www.vizzit.fr/fr/property/appartement/lyon-6/A47xl40yqlgkow7r
"Dans un immeuble ancien, au deuxième étage sans ascenseur, appartement meublé de 35 m², orienté sur cour intérieure calme en soleil couchant. L'entrée propose un coin de travail avec bureau et étagères. La pièce de vie en parquet et cheminée, dispose d'une alcôve qui sert d'espace nuit. La cuisine est indépendante, aménagée et équipée. Enfin la salle de bain est équipée dune baignoire, d'un lave linge, de toilettes et d'une vasque avec meuble. L'ensemble est en état d'usage. Ce logement est disponible immédiatement.",https://www.vizzit.fr/fr/property/appartement/lyon-6/Asgf0tzatp6ed86z
"Je loue ce bel appartement de type T3 en duplex de 80 m² situé au 5ème étage d'un immeuble de 5 étages, à Lyon 6ème. Cet appartement en duplex comprend un séjour, 2 chambres et 1 salle de bain. Il bénéficie d'une belle luminosité grâce à ses fenêtres et son exposition. - Bon état général - Appartement rénové - Non meublé L'appartement est situé dans un quartier calme et agréable. Chauffage électrique. Classe énergie C - Classe climat E. Appartement disponible en mars (2026). N'hésitez pas à me pour plus d'informations ou pour organiser une visite.",https://www.vizzit.fr/fr/property/appartement/lyon-6/Ah00kvuzavaxpp7i
"Grand T2 56m2 traversant Clair sans visà-vis, 3e étage ascenseur Dans copropriété très bien entretenue avec gardien 1 grande chambre 13 m2 parquet chêne au calme, côté cour 1 grand séjour 20 m2 parquet chêne Balcon m2 sans vis-à -vis Cuisine indépendante Salle de bains avec fenêtre Wc séparés 3 placards porte blindée 1 cave 1 local vélos Acompte mensuel sur charges de 160 € comprenant gardiennage eau froide, eau chaude et chauffage, régularisé annuellement selon relevé de charges. Libre au 9 février Proche place Saint Louis, métro Saxe et Garibaldi, tram, bus, station Velo'v Proche commerces et Parc Blandan",https://www.vizzit.fr/fr/property/appartement/lyon-7/Aux552h0xz0kaizg
"Dans bel ancien à proximité des gares (Brotteaux, Part Dieu), des commerces, du parc de la tête d'Or, en étage avec ascenseur, cet appartement très lumineux avec vue dégagée comprend un grand séjour / salon, une chambre et une cuisine donnant sur un balcon et beaucoup de placards de rangement. La salle d'eau se compose d'une baignoire, deux vasques et wc. Les compteurs sont individuels (eau, électricité, gaz). Le loyer est de : 700 €/mois + 50 € de charges / mois (eau froide comprise). Dépôt de garantie : 1400 € (soient 2 mois de loyer) et garants souhaités. Pour toute demande, renseignement, discussion, candidature concernant l'appartement, merci de compléter votre profil locataire Le Bon Coin.",https://www.vizzit.fr/fr/property/appartement/lyon-6/A8zurb95e2pd6gsv
"Lyon 7 - Studio meublé en très bon état de 21m² comprenant une pièce principale, une entrée, une kitchenette et une salle d'eau avec Wc. Idéalement bien placé proche des commerces et des transports. Indice de performance énergétique : E Loyer charges comprises : 625 € (dont 70 € de charges communes, chauffage et eau froide). Dépôt de garantie : 1.000 € Honoraires locataire : 279 € Libre à partir du 25 Février 2026.",https://www.vizzit.fr/fr/property/appartement/lyon-7/A51rnkvz391cefb8
"Lyon 5 - Coeur St Just - A proximité immédiate du funiculaire et des commerces, T2bis au 2ème et dernier étage (sans ascenseur) d'un immeuble ancien, composé d'une entrée, d'un espace de vie de 35 m2 avec une cuisine américaine aménagée et équipée, d'une mezzanine de 10m2 utiles pouvant faire office de second coin couchage ou d'espace bureau, d'une chambre séparée au calme côté jardin donnant sur une salle d'eau et un Wc séparé. Nombreux rangements. Le bien dispose d'une cave. Indice de performance énergétique : E Loyer charges comprises : 975 € (dont charges 25 €) Dépôt de garantie : 950 € Honoraires locataire : 768 € Libre à partir du 23 Février 2026.",https://www.vizzit.fr/fr/property/appartement/lyon-5/Ayjrp14slw6hvabb
"Appartement T1 meublé de 23m2 habitables en rez de jardin, entièrement rénové en 2020, traversant, dans le quartier Montchat près de son centre commerçant. L’Isolation phonique et thermique est performante (l'ensemble des ouvertures ont été changées ainsi que les chauffages et chauffe-eau), la cuisine est séparée et équipée avec plaque induction, hotte, four, et un réfrigérateur/congélateur, l’entrée est sécurisée avec serrure 6 points et interphone. L'appartement est bien éclairé par une fenêtre à la cuisine, une fenêtre dans la pièce principale et une fenêtre dans la salle de bain, et dispose d'un beau volume avec une hauteur de plafond de 2,90m. Une Station Velov, un arrêt de bus face à l’immeuble vous facilite les déplacements. Ainsi que d’un côté le Tramway T2 et le Metro Grange Blanche pour l’accès à la presqu’île et de l’autre le tramway T3 à 10 minutes à pied pour l’accès à la Part-Dieu. L’Appartement est raccordé à la fibre et câblé Rj45",https://www.vizzit.fr/fr/property/appartement/lyon-3/At1a3bgtbiv6ppvk
"Loue appartement meublé lyon 9 secteur Rochecardon sur les quais de saône Refait à neuf, près de tout, accessible très facilement, au calme mais à la fois au centre de la ville, restaurants, activités, transports ….vous y sentirez forcément bien. Métro, bus, Velo’v, gare de Vaise, marché, commerces à quelques mètres à pieds. 5Ème et dernier étage avec ascenseur. Ce superbe appartement de 100m2 avec vue imprenable sur la saône se compose d'un hall d’entrée avec placards et cellier, arrière cuisine et grande cuisine toute équipée ouvrant sur le salon climatisé, Salle d’eau avec douche et double vasques, toilettes séparés et 3 chambres dont 1 avec Tv et climatisation. Les + de l'appartement Très belles prestations, vue imprenable sur la Saône. Moderne et parfaitement équipé, (Nombreux rangements avec placards, buanderie et arrière cuisine, frigo américain, Lave vaisselle, Lave-linge et sèche linge, climatisation…) Appartement au dernier étage avec ascenseur, résidence sécurisée avec interphone, parking privé et fermé convenant à deux véhicules en enfilade. Métro D (Gare de Vaise à 5mn à pied de l’appartement) Tarif location 1700€ (Loyer hors charges) 100€ (2 places de Parkings en enfilades en sous-sol) 220 € (Charges) 1262,50€ (Loyer de référence) 1515 € (Loyer de référence majoré) 185 € (Complément de loyer) 2 mois Hc (Dépôt de garantie) 1 mois de dédite Les Charges Correspondent À Un Forfait Sur L’année. Pas De Surprise Elles Comprennent : Chauffage, Eau froide, entretiens des parties communes, taxe des ordures ménagères, entretien de la climatisation. Classe énergie D, Classe climat C Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 : entre 1330 et 1860.00 €. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : .",https://www.vizzit.fr/fr/property/appartement/lyon-9/Avf0zk7dg8gj3jay
"Grand studio meublé duplex avec mezzanine Lyon 4e - Croix Rousse - Grand studio meublé duplex avec mezzanine de 46m² au 3e étage et dernier étage sans ascenseur, . Le bien se compose comme suit : Grande entrée de 10m² ouverte sur pièce de vie de 18m² avec cuisine aménagée et équipée. Chambre en mezzanine de 14 m² Salle de douche Wc séparé ---------------------------------------------------------------------------------------------- -------------------------------------------------------------------------------- Eau chaude et chauffage individuel électrique Dpe D Provision pour charges : 50€ / mois Fibre installée Transports et commodités : Métro Croix Rousse à 400m Commerces à proximité Référence annonce : 494 Consommation énergétique : 201 kWh/m²/an Emission de gaz à effet de serre : 6 CO2/m²/an Honoraires à la charge du locataire : 598 € Ttc dont 138 € pour l’état des lieux Dépôt de garantie : 1760 € Montant des charges : 30 € / mois Modalité de récupération des charges locatives : provision avec régularisation annuelle",https://www.vizzit.fr/fr/property/appartement/lyon-4/Av06hnbc5l33yk05
"Nous quittons notre appartement et le mettons en location. Très bien situé à 2mn de la station saxe Gambetta (ligne B et D) acces direct à la part dieu et Bellecour en moins de 10mn (2 stations). 3Eme étage avec ascenseur + cave et rangement vélo dans la cour. - 2 chambres de 14m2 et 17m2 (seconde chambre sur cour) avec jalousies rénovées et fonctionnelles et volets roulants électriques côté cour. - Cuisine ouverte entièrement équipée - Salon avec grande alcôve faisant office de salle à manger - Salle de bain aménagée avec baignoire et placard buanderie - Wc séparé avec lave main Placards et cheminées dans toutes les pièces. Système de chauffage piloté avec thermostat. L’Appartement a été rénové il y a quelques années et est bien entretenu. Nous laissons nos aménagements (étagères, miroirs) et un mobilier de qualité. Plus de photos sur demande Loyer de référence majoré 1194€ (zone 4) Complément de loyer (qualité des aménagements et convecteurs, éléments meublés supérieurs au minimum exigé) 156 € Provisions sur charges 95 € Disponible début mars. Agences s’abstenir.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Abe0gvmnhrkbjwsg
"F2 meublé, Lyon 7ème, Gerland, près du métro et du tramway, 49 m2, 4ème et dernier étage, comprenant cuisine avec frigo, four, micro-ondes, vaisselle, casseroles, 1 salle à manger avec canapé, 2 fauteuils, 1 table, 4 chaises , 1 chambre avec lit, armoire, télévision, 1 salle de bains avec baignoire, rangements, machine à laver, wc indépendant, garage en sous-sol, disponible 1 février, loyer appartement 950€, garage 130 €, provision charges 120€, total 1200 €",https://www.vizzit.fr/fr/property/appartement/lyon-7/Alujml2d5ez2bg3l
"Visite Virtuelle EXCLUSIVEMENTIdéalement situé, dans le quartier de Vaise, à proximité du métro Gorge de Loup ligne D, à deux pas du campus René Cassin, dans une résidence bien entretenue de services avec gardien et laverie, nous vous proposons un studio Meuble de 18.64 m² Reserve aux Etudiants. Situé en rez de chaussée sur cour, il est composé d'une entrée, une pièce de vie avec un coin kitchenette équipée, un grand placard aménagé et une salle d'eau avec Wc. La résidence dispose de places de parking en sous sol sécurisées pour 65 euros de plus. Le chauffage et l'eau chaude sont individuels électrique. L'eau froide est quant à elle collective déjà comprise dans les charges. Bénéficiez d'une location sans honoraires.",https://www.vizzit.fr/fr/property/appartement/lyon-9/Acxe0jbx46pgp61l
"Location Meublee Lodgis (Référence : 3L823655) : Idéalement situé, quartier Montplaisir, à 300 m du métro arrêt Sans Souci (Ligne D), venez découvrir un appartement type 3 de 49.90 m² entièrement meublé. Ce bien comprend un Appartement de type 2 bis au 49.89 ... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-8/Ajcoatox9w9bfuzf
